"plot"	"ID"	"sp"	"Al"	"B"	"Ca"	"Cu"	"Fe"	"K.conc"	"Mg"	"Mn"	"Na"	"P.conc"	"Zn"	"C"	"N.conc"	"Delta13C"	"Delta15N"	"Cnratio"	"Cpratio"	"Npratio"	"N"	"P"	"K"	"block"	"repl"	"micro"	"tmt"
31	"MG039"	"HEISCO"	0.089203901	0.069600148	13.36363679	0.004767939	0.08783318	10.59276034	4.857947658	0.142688401	0.433305003	0.947697228	0.01950391	47.65780763	2.158824102	-35.22603968	-0.480337074	22.07581784	502.8800997	22.77968152	0	0	0	0	0	1	"MICRO"
31	"MG040"	"TET2PA"	0.086980154	0.063476786	5.904434612	0.004993928	0.077386259	6.501128771	1.905288822	0.184687389	2.642191321	0.696811374	0.012158985	41.39979633	1.563018267	-34.87232932	0.786622703	26.48708412	594.1320402	22.43100968	0	0	0	0	0	1	"MICRO"
31	"MG043"	"ALSEBL"	0.204905747	0.085745077	13.59723377	0.015040645	0.243070318	18.92661036	7.668517333	0.12638108	1.117796748	1.273152465	0.034799401	41.9202188	2.87016583	-34.45680052	1.083797027	14.6055041	329.2631477	22.54377154	0	0	0	0	0	1	"MICRO"
32	"16962"	"ALSEBL"	0.140936493	0.086918054	13.2133955	0.02752827	0.151749969	25.91948483	5.534864614	0.061828916	0.961000944	1.306219637	0.021084661	43.22783444	3.651230553	-33.4062481	1.655357603	11.83925085	330.9384825	27.95265398	0	0	1	1	4	0	"K"
32	"46717"	"HEISCO"	0.106966412	0.052781558	12.5868006	0.008708923	0.100765003	12.41534253	3.842597548	0.099805155	0.47325415	0.750484051	0.016093177	49.18332819	2.283870191	-35.25269471	0.918616353	21.53508041	655.3547424	30.43196171	0	0	1	1	4	0	"K"
32	"MG038"	"TET2PA"	0.655580005	0.069224355	9.11205559	0.006437792	0.566804647	6.841737125	1.945753569	0.285200467	2.260261117	0.570597354	0.011920299	40.3434238	1.525932463	-34.96493405	0.80871456	26.43853826	707.0383959	26.74271887	0	0	1	1	4	0	"K"
33	"MG032"	"ALSEBL"	0.14570166	0.084303034	14.88738887	0.015867181	0.155813488	22.30812826	6.9228792	0.071739122	0.829097094	1.732477611	0.016424587	42.19633162	3.522176669	-35.86843247	1.978336283	11.980186	243.5606171	20.33028678	0	1	1	2	4	0	"PK"
33	"MG031"	"TET2PA"	0.054123359	0.026308431	4.85515331	0.245444025	0.055481441	14.30607888	2.15707583	0.177906739	0.264372644	1.28738631	0.013019013	43.0671173	1.677226987	-34.94927194	4.139883646	25.67757235	334.5314219	13.02815614	0	1	1	2	4	0	"PK"
33	"10822"	"HEISCO"	0.101507508	0.051813227	13.17115928	0.25069921	0.090964759	10.395017	4.390067378	0.091372028	0.360756219	1.227753601	0.018981914	48.55195798	2.311516933	-34.82739756	1.863258414	21.00437046	395.4535986	18.82720548	0	1	1	2	4	0	"PK"
34	"MG035"	"ALSEBL"	0.175496135	0.071240349	10.91847037	0.013957695	0.187024474	33.53134564	3.044693223	0.110837857	0.455221048	1.106557235	0.016069143	43.443405	3.631150369	-35.26559566	-0.343268422	11.96408867	392.5997105	32.81484459	1	0	1	2	4	0	"NK"
34	"MG036"	"HEISCO"	0.098125532	0.033400164	10.26575919	0.002363183	0.093261526	10.03498444	3.813463921	0.192159396	0.360257985	0.747972851	0.013482682	49.46670557	2.302036602	-34.49670292	0.522686398	21.48823591	661.343597	30.77700747	1	0	1	2	4	0	"NK"
34	"MG037"	"TET2PA"	0.079581591	0.053837148	5.485398028	0.0100401	0.059933887	12.02103784	2.259122325	0.675516281	1.832437129	0.876759435	0.014876284	41.82824509	1.670424182	-35.20905534	0.09474161	25.04049304	477.0777867	19.05225212	1	0	1	2	4	0	"NK"
35	"44507"	"ALSEBL"	0.163228829	0.083124668	20.76576401	0.030890067	0.153050934	14.9547798	8.945447689	0.065352688	0.512621457	2.083893435	0.017665996	41.40437684	3.792243308	-34.36345682	2.477643901	10.9181752	198.6875919	18.1978754	1	1	0	2	4	0	"NP"
35	"16429"	"HEISCO"	0.074500429	0.049084322	9.245268947	0.01212227	0.070479917	7.45754706	4.006922215	0.157802427	0.219522731	1.19941356	0.014597132	50.9946835	2.444163404	-34.05270741	0.857269487	20.86386017	425.1634734	20.3779871	1	1	0	2	4	0	"NP"
35	"16416"	"TET2PA"	0.101281279	0.063084127	6.512358555	0.009548281	0.075226937	3.099637509	3.322369475	0.331154147	1.722140256	0.832886291	0.009131978	43.08990404	1.626657321	-33.77413353	1.304114032	26.4898473	517.3563851	19.53036494	1	1	0	2	4	0	"NP"
36	"MG033"	"ALSEBL"	0.191677415	0.077171054	11.17418082	0.053289778	0.163478626	26.3969585	5.092653674	0.106620661	1.01641878	1.122593511	0.018231782	42.79741964	3.540809323	-36.03447517	0.835534631	12.08690323	381.2370126	31.54133075	0	0	0	2	4	0	"CTL"
36	"MG034"	"HEISCO"	0.102821163	0.06963126	9.482639805	0.05309242	0.086275035	19.54240787	4.732073526	0.150788821	0.810949509	0.924523172	0.015625545	47.21062079	2.520729285	-36.13965036	0.647042255	18.7289532	510.6483238	27.26518233	0	0	0	2	4	0	"CTL"
36	"11215"	"TET2PA"	0.093183568	0.057390613	5.044199149	0.002853728	0.065027739	9.329015745	1.583177344	0.269376981	1.630174158	0.707607417	0.011839906	42.49539091	1.630850108	-35.44171294	1.661570422	26.05720213	600.550388	23.04738571	0	0	0	2	4	0	"CTL"
